datetime,open,high,low,close,volume,res
2021-12-16 10:00:00,6.14420876,6.48525295,6.14420876,6.38781175,6416961,1d
2021-12-19 10:00:00,6.38781175,6.54480035,6.32285096,6.41487875,3619161,1d
2021-12-20 10:00:00,6.41487875,6.42029215,6.26330356,6.38781175,4072102,1d
2021-12-21 10:00:00,6.38781175,6.53938695,6.38781175,6.48525295,5711793,1d
2021-12-22 10:00:00,6.48525295,6.76674974,6.48525295,6.73426934,8578801,1d
2021-12-23 10:00:00,6.73426934,7.03200633,6.73426934,6.92915173,6845843,1d
2021-12-26 10:00:00,6.92915173,7.07531353,6.89667134,6.92915173,5131291,1d
2021-12-27 10:00:00,6.92915173,7.03741973,6.92915173,6.95621873,3643390,1d
2021-12-28 10:00:00,6.95621873,7.14568773,6.95621873,7.09155373,3708782,1d
2021-12-29 10:00:00,7.09155373,7.22688872,7.06448673,7.06448673,8819738,1d
2021-12-30 10:00:00,7.06448673,7.16192793,6.92915173,6.93456513,9672409,1d
2022-01-02 10:00:00,6.93456513,7.09696713,6.77757654,6.85877754,2897271,1d
2022-01-03 10:00:00,6.85877754,6.90208474,6.73968274,6.78298994,2628340,1d
2022-01-04 10:00:00,6.78298994,7.01576613,6.78298994,6.90208474,3925473,1d
2022-01-05 10:00:00,6.90208474,7.10779393,6.90208474,7.01035273,3884475,1d
2022-01-09 10:00:00,7.01035273,7.04824653,6.93997853,6.97245893,892335,1d
2022-01-10 10:00:00,6.97245893,7.19982172,6.96163213,7.04824653,11650707,1d
2022-01-11 10:00:00,7.04824653,7.14568773,7.02117953,7.08614033,12259382,1d
2022-01-12 10:00:00,7.08614033,7.12944753,6.86419094,6.90749813,5758807,1d
2022-01-13 10:00:00,6.90749813,6.97787233,6.78298994,6.92915173,3506186,1d
2022-01-16 10:00:00,6.92915173,6.92915173,6.50690655,6.59893435,5881784,1d
2022-01-17 10:00:00,6.59893435,6.64224155,6.40405195,6.58810755,5317477,1d
