datetime,open,high,low,close,volume
2001-05-15 10:00:00,0.58235518,0.58235518,0.55353899,0.5796746,14922.16487171
2001-05-16 10:00:00,0.55085841,0.55085841,0.55085841,0.55085841,5968.86594868
2001-05-17 10:00:00,0.52673322,0.52673322,0.5233825,0.52472279,7490.9267656
2001-05-20 10:00:00,0.49925732,0.49925732,0.49925732,0.49925732,2984.43297434
2001-05-21 10:00:00,0.47446199,0.47446199,0.47446199,0.47446199,1492.21648717
2001-05-23 10:00:00,0.45167709,0.45167709,0.45167709,0.45167709,2984.43297434
2001-05-24 10:00:00,0.47379184,0.47379184,0.47379184,0.47379184,34694.03332672
2001-05-29 10:00:00,0.49724689,0.49724689,0.47379184,0.47379184,373.05412179
2001-06-03 10:00:00,0.45904867,0.45904867,0.45234723,0.4563681,8207.19067944
2001-06-05 10:00:00,0.43425334,0.43425334,0.43425334,0.43425334,3730.54121793
2001-06-12 10:00:00,0.43425334,0.43425334,0.43425334,0.43425334,14922.16487171
2001-06-13 10:00:00,0.45502781,0.4563681,0.45502781,0.45569795,8207.19067944
2001-06-17 10:00:00,0.46507997,0.46507997,0.46507997,0.46507997,74610.82435853
2001-06-18 10:00:00,0.48786487,0.48786487,0.48786487,0.48786487,14922.16487171
2001-06-19 10:00:00,0.51199005,0.51199005,0.51199005,0.51199005,1492.21648717
2001-06-20 10:00:00,0.5374556,0.5374556,0.5374556,0.5374556,1492.21648717
2001-06-21 10:00:00,0.56426129,0.56426129,0.56426129,0.56426129,5222.7577051
2001-06-27 10:00:00,0.59240734,0.59240734,0.59240734,0.59240734,1492.21648717
2001-06-28 10:00:00,0.62189368,0.62189368,0.62189368,0.62189368,17309.71125118
2001-07-02 10:00:00,0.6527203,0.6527203,0.6527203,0.6527203,3133.65462306
2001-07-03 10:00:00,0.68488722,0.68488722,0.63663685,0.68086635,62001.59504194
2001-07-04 10:00:00,0.65070987,0.65070987,0.65003973,0.65070987,3357.48709613
2001-07-05 10:00:00,0.61988325,0.68287679,0.61854296,0.65942175,18801.92773835
2001-07-08 10:00:00,0.6922588,0.6922588,0.6922588,0.6922588,21264.08494218
2001-07-10 10:00:00,0.72643615,0.72643615,0.72643615,0.72643615,14877.39837709
2001-07-11 10:00:00,0.76262393,0.76262393,0.76262393,0.76262393,5968.86594868
2001-07-12 10:00:00,0.79948185,0.800152,0.79747142,0.79948185,25427.36894139
2001-07-15 10:00:00,0.83768006,0.83902035,0.83768006,0.83768006,25367.6802819
2001-07-16 10:00:00,0.87855885,0.87922899,0.87118726,0.87855885,39648.19206412
2001-07-17 10:00:00,0.87855885,0.90469447,0.87855885,0.89732288,5222.7577051
2001-07-18 10:00:00,0.87118726,0.90134375,0.87118726,0.89129159,10445.51541019
2001-07-19 10:00:00,0.88459015,0.89062144,0.84706208,0.84840237,304725.5288451
2001-07-22 10:00:00,0.86984698,0.87118726,0.86984698,0.87051712,11191.62365378
2001-09-06 10:00:00,0.8276279,0.91340634,0.8276279,0.86917683,122361.75194799
2001-09-09 10:00:00,0.82628761,0.82628761,0.82628761,0.82628761,2238.32473076
2001-09-10 10:00:00,0.78540883,0.78540883,0.78540883,0.78540883,2238.32473076
2001-09-11 10:00:00,0.74654047,0.74654047,0.74654047,0.74654047,7610.30408457
2001-09-12 10:00:00,0.70968255,0.70968255,0.70968255,0.70968255,4327.42781279
2001-09-13 10:00:00,0.67483506,0.74453004,0.67483506,0.71705413,13982.06848479
2001-09-16 10:00:00,0.75190162,0.75257177,0.75190162,0.75190162,3730.54121793
2001-09-25 10:00:00,0.71437356,0.71437356,0.71437356,0.71437356,1492.21648717
2001-10-11 10:00:00,0.67885592,0.67885592,0.67885592,0.67885592,1492.21648717
2001-10-14 10:00:00,0.64534872,0.64534872,0.64534872,0.64534872,1492.21648717
2001-10-15 10:00:00,0.61318181,0.61318181,0.61318181,0.61318181,1492.21648717
2001-10-16 10:00:00,0.58302532,0.58302532,0.58302532,0.58302532,1686.2046305
2001-10-17 10:00:00,0.58302532,0.58302532,0.58302532,0.58302532,6714.97419227
2001-10-21 10:00:00,0.58302532,0.58302532,0.58302532,0.58302532,14922.16487171
2001-10-22 10:00:00,0.5542092,0.5542092,0.5542092,0.5542092,11937.73189736
2001-10-23 10:00:00,0.52740337,0.5542092,0.52740337,0.5542092,522.27577051
2001-10-24 10:00:00,0.52740337,0.52740337,0.52673322,0.52673322,137836.03691995
2001-10-28 10:00:00,0.5233825,0.54750769,0.50930948,0.53879582,22383.24730756
2001-10-29 10:00:00,0.51333034,0.53879582,0.51333034,0.53879582,447.66494615
2001-10-30 10:00:00,0.5126602,0.51333034,0.51199005,0.5126602,8953.29892302
2001-10-31 10:00:00,0.49255588,0.53611524,0.49255588,0.53142423,16414.38135888
2001-11-01 10:00:00,0.50528861,0.50528861,0.50528861,0.50528861,4476.64946151
2001-11-04 10:00:00,0.48250372,0.48250372,0.48049328,0.48049328,108588.5937714
2001-11-05 10:00:00,0.45703824,0.50394833,0.45703824,0.46776055,453007.08117524
2001-11-06 10:00:00,0.49054544,0.49054544,0.49054544,0.49054544,50839.8157179
2001-11-07 10:00:00,0.51467063,0.51467063,0.51467063,0.51467063,165098.83214055
2001-11-08 10:00:00,0.50327818,0.50327818,0.48920516,0.49188573,205179.76698595
2001-11-11 10:00:00,0.48317386,0.49255588,0.48317386,0.48719472,43378.73328205
2001-11-12 10:00:00,0.50595876,0.50595876,0.46977098,0.48116343,37305.41217926
2001-11-13 10:00:00,0.46306954,0.46507997,0.45770839,0.46038896,208462.64325773
2001-11-14 10:00:00,0.46910083,0.46910083,0.45703824,0.46105911,60225.8574222
2001-11-18 10:00:00,0.46239939,0.46239939,0.43827421,0.44832637,67149.74192268
2001-11-19 10:00:00,0.46440983,0.46440983,0.46440983,0.46440983,1492.21648717
2001-11-20 10:00:00,0.44564579,0.44564579,0.44162493,0.44296522,10684.27004814
2001-11-21 10:00:00,0.43894435,0.43894435,0.42085046,0.42420118,54018.23683557
2001-11-22 10:00:00,0.40409686,0.40543715,0.40342672,0.40409686,14922.16487171
2001-11-25 10:00:00,0.41213859,0.42420118,0.41213859,0.42152061,20144.9225768
2001-11-26 10:00:00,0.40543715,0.40677744,0.40074614,0.40208643,81773.46349695
2001-11-27 10:00:00,0.38198211,0.38198211,0.38198211,0.38198211,133046.02199613
2001-11-28 10:00:00,0.38131196,0.39873571,0.38131196,0.38265225,397675.69383096
2001-11-29 10:00:00,0.39337456,0.39538499,0.38533283,0.39002384,104440.23193707
2001-12-02 10:00:00,0.37863139,0.37863139,0.37058966,0.37058966,269046.63263685
2001-12-03 10:00:00,0.3545062,0.3545062,0.35249577,0.35249577,222340.25658842
2001-12-04 10:00:00,0.33842275,0.35852707,0.33641231,0.34311375,39469.12608566
2001-12-05 10:00:00,0.34244361,0.34244361,0.32971087,0.33641231,213386.95766539
2001-12-06 10:00:00,0.3317213,0.3317213,0.31965871,0.32032886,263241.91050176
2001-12-09 10:00:00,0.30491554,0.32837058,0.30491554,0.30692597,1143037.82917266
2001-12-10 10:00:00,0.32166914,0.32166914,0.32166914,0.32166914,74909.26765596
2001-12-11 10:00:00,0.3377526,0.3377526,0.33440188,0.3377526,590470.0639734
2001-12-12 10:00:00,0.33038102,0.33038102,0.320999,0.32166914,396825.13043327
2001-12-13 10:00:00,0.31094684,0.320999,0.3102767,0.31362742,76103.0408457
2001-12-19 10:00:00,0.30893641,0.30893641,0.30022453,0.30223497,152429.91416447
2001-12-20 10:00:00,0.30960655,0.31161698,0.30156482,0.30357525,376038.55476699
2001-12-23 10:00:00,0.31094684,0.31697814,0.31094684,0.31295727,335002.60136979
2001-12-24 10:00:00,0.31831842,0.31898857,0.3042454,0.30826626,73715.49446623
2001-12-25 10:00:00,0.30156482,0.30491554,0.29486338,0.2982141,252035.36468311
2001-12-26 10:00:00,0.30759612,0.31161698,0.30625583,0.30960655,141775.48844608
2001-12-27 10:00:00,0.30558569,0.30759612,0.29888425,0.30156482,347999.80697305
2001-12-30 10:00:00,0.30759612,0.31630799,0.30491554,0.31429756,374024.06250931
2001-12-31 10:00:00,0.30893641,0.30893641,0.3042454,0.30692597,124152.41173259
2002-01-02 10:00:00,0.30692597,0.32166914,0.30357525,0.31764828,445501.23224478
2002-01-03 10:00:00,0.32166914,0.3317213,0.3149677,0.32166914,262257.04762023
2002-01-06 10:00:00,0.32166914,0.32166914,0.3102767,0.31429756,80146.94752593
2002-01-07 10:00:00,0.30826626,0.3102767,0.30692597,0.30826626,108946.72572832
2002-01-08 10:00:00,0.31295727,0.31764828,0.30960655,0.31362742,124227.02255695
2002-01-09 10:00:00,0.30826626,0.30960655,0.30156482,0.30558569,469436.38469899
2002-01-10 10:00:00,0.30357525,0.30357525,0.29084252,0.29553353,689553.23872152
2002-01-13 10:00:00,0.30826626,0.30826626,0.30692597,0.30759612,47004.81934587
2002-01-14 10:00:00,0.29352309,0.29352309,0.29285295,0.29285295,221594.14834483
2002-01-15 10:00:00,0.28280079,0.2874918,0.27945007,0.28280079,260391.77701127
2002-01-16 10:00:00,0.27877992,0.2874918,0.27877992,0.28414108,65657.52543551
2002-01-17 10:00:00,0.28816194,0.29151266,0.2814605,0.28481122,79833.58206363
2002-01-20 10:00:00,0.2754292,0.28079036,0.27140834,0.27408892,247573.63738647
2002-01-21 10:00:00,0.26805762,0.28213064,0.2647069,0.26872776,294339.7020944
2002-01-22 10:00:00,0.26805762,0.27475906,0.25599503,0.26671733,329839.53232418
2002-01-23 10:00:00,0.25733532,0.25733532,0.25398459,0.25465474,342463.68380565
2002-01-24 10:00:00,0.24460258,0.24460258,0.241922,0.241922,500638.63144573
2002-01-27 10:00:00,0.22985941,0.22985941,0.22985941,0.22985941,352252.62396149
