Price,Close,High,Low,Open,Volume
Ticker,CSAG.CA,CSAG.CA,CSAG.CA,CSAG.CA,CSAG.CA
Date,,,,,
2001-11-19,0.442714661359787,0.442714661359787,0.442714661359787,0.442714661359787,7300
2001-11-20,0.46340230107307434,0.46340230107307434,0.46340230107307434,0.46340230107307434,15700
2001-11-21,0.46340230107307434,0.46340230107307434,0.46340230107307434,0.46340230107307434,8000
2001-11-22,0.46753978729248047,0.46753978729248047,0.46753978729248047,0.46753978729248047,3800
2001-11-25,0.46753978729248047,0.46753978729248047,0.46753978729248047,0.46753978729248047,0
2001-11-26,0.46340230107307434,0.46340230107307434,0.46340230107307434,0.46340230107307434,5000
2001-11-27,0.46340230107307434,0.46340230107307434,0.46340230107307434,0.46340230107307434,28200
2001-11-28,0.47581490874290466,0.47581490874290466,0.47581490874290466,0.47581490874290466,2000
2001-11-29,0.47581490874290466,0.47581490874290466,0.47581490874290466,0.47581490874290466,0
2001-12-02,0.47581490874290466,0.47581490874290466,0.47581490874290466,0.47581490874290466,0
2001-12-03,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,9000
2001-12-04,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,6700
2001-12-05,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,1
2001-12-06,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,800
2001-12-09,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,0
2001-12-10,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,0
2001-12-11,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,0
2001-12-12,0.4551272988319397,0.4551272988319397,0.4551272988319397,0.4551272988319397,6800
2001-12-13,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,12100
2001-12-16,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-17,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-18,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-19,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-20,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-23,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-24,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-25,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-26,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-27,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-30,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2001-12-31,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-01,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-02,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-03,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-06,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-07,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-08,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-09,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-10,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-13,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-14,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-15,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-16,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-17,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-20,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-21,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-22,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-23,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-24,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-27,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-28,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-29,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-30,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-01-31,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-03,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-04,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-05,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-06,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-07,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-10,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-11,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-12,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-13,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-14,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-17,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-18,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-19,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-20,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-21,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-24,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-25,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-26,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-27,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-02-28,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-03,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-04,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-05,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-06,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-07,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-10,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-11,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-12,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-13,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-14,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-17,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-18,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-19,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-20,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-21,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-24,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-25,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-26,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-27,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-28,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-03-31,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-01,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-02,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-03,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-04,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-07,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-08,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-09,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-10,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-11,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-14,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-15,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-16,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-17,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-18,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-21,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-22,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-23,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-24,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-25,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-28,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-29,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-04-30,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
2002-05-01,0.4592647850513458,0.4592647850513458,0.4592647850513458,0.4592647850513458,0
