Price,Close,High,Low,Open,Volume
Ticker,AMOC.CA,AMOC.CA,AMOC.CA,AMOC.CA,AMOC.CA
Date,,,,,
2005-09-29,0.7527955174446106,0.9003831472144727,0.7527955174446106,0.7527955174446106,58429500
2005-10-02,0.7527955174446106,0.7527955174446106,0.7527955174446106,0.7527955174446106,0
2005-10-03,0.8468950390815735,0.9024632525197523,0.8468950390815735,0.9024632525197523,22888500
2005-10-04,0.8221317529678345,0.8709644764128316,0.8221317529678344,0.8709644764128316,10002000
2005-10-05,0.8142077326774597,0.8705682940759292,0.8142077326774597,0.8343152554050692,11976000
2005-10-06,0.8142077326774597,0.8142077326774597,0.8142077326774597,0.8142077326774597,0
2005-10-09,0.8142077326774597,0.8142077326774597,0.8142077326774597,0.8142077326774597,0
2005-10-10,0.8820583820343018,0.9110807245945644,0.8820583820343018,0.8841384659546946,7122000
2005-10-11,0.8721532225608826,0.8963218696911049,0.8721532225608825,0.8938456063987654,5184000
2005-10-12,0.881563127040863,0.9053355948444917,0.881563127040863,0.8886948532124431,7591500
2005-10-13,0.8827517032623291,0.9038498172426352,0.8827517032623291,0.8906758589006496,4300500
2005-10-16,0.8827517032623291,0.8827517032623291,0.8827517032623291,0.8827517032623291,0
2005-10-17,0.881563127040863,0.8944399512820378,0.881563127040863,0.8912701613826441,5821500
2005-10-18,0.881563127040863,0.881563127040863,0.881563127040863,0.881563127040863,0
2005-10-19,0.8445177674293518,0.8777001365941379,0.8445177674293518,0.8777001365941379,3603000
2005-10-20,0.8528380990028381,0.8716578993212819,0.852838099002838,0.8548191380729422,2397000
2005-10-23,0.8543239831924438,0.87145995128787,0.8543239831924438,0.8611585756247638,3135000
2005-10-24,0.8543239831924438,0.8543239831924438,0.8543239831924438,0.8543239831924438,0
2005-10-25,0.8520456552505493,0.8914684912425646,0.8520456552505493,0.8667054303652375,6075000
2005-10-26,0.8520456552505493,0.8520456552505493,0.8520456552505493,0.8520456552505493,0
2005-10-27,0.8474892973899841,0.8716578741610703,0.8474892973899841,0.864427173865712,3348000
2005-10-30,0.8474892973899841,0.8474892973899841,0.8474892973899841,0.8474892973899841,0
2005-10-31,0.8493711948394775,0.8715589444650045,0.8493711948394775,0.8518475289540363,3399000
2005-11-01,0.8568000793457031,0.8805725474392134,0.8568000793457031,0.8608613439220102,2026500
2005-11-02,0.8568000793457031,0.8568000793457031,0.8568000793457031,0.8568000793457031,0
2005-11-03,0.8568000793457031,0.8568000793457031,0.8568000793457031,0.8568000793457031,0
2005-11-06,0.8568000793457031,0.8568000793457031,0.8568000793457031,0.8568000793457031,0
2005-11-07,0.8518474102020264,0.871657726119127,0.8518474102020265,0.8707662516299653,2769000
